Marital status,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Target_Numeric,total_units_enrolled,total_units_approved,approval_rate,avg_semester_grade,evaluation_load,is_mature_student,financial_risk,scholarship_effective,enrollment_stability
1,1,1,130.0,38,19,5,6,125.1,1,0,1,0,0,18,0,0,0,0,15.5,2.8,-4.06,Graduate,1,15,14,0.9333333333333333,13.101666666666667,24,0,0,0,0.625
1,1,1,121.0,19,38,7,9,123.8,0,0,1,0,1,19,0,0,0,0,12.7,3.7,-1.7,Enrolled,2,10,8,0.8,11.7,13,0,0,1,0.7692307692307693
1,1,1,128.0,1,1,2,2,130.8,1,0,1,0,0,20,0,0,0,0,7.6,2.6,0.32,Dropout,0,10,8,0.8,14.375,10,0,0,0,1.0
1,1,1,152.0,19,19,9,5,154.1,0,1,1,0,1,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,12,1.0,12.952380952380953,13,0,1,1,0.9230769230769231
1,1,1,132.0,37,37,9,9,122.6,1,0,1,0,1,20,0,0,0,0,10.8,1.4,1.74,Enrolled,2,10,7,0.7,12.3125,17,0,0,1,0.5882352941176471
1,0,1,107.0,19,11,0,0,103.5,1,0,1,0,0,22,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,10,0.8333333333333334,12.8,16,0,0,0,0.75
1,1,1,131.0,19,38,4,5,132.8,1,0,1,0,0,18,0,0,0,0,7.6,2.6,0.32,Enrolled,2,0,0,0.0,0.0,0,0,0,0,0.0
1,0,1,141.0,19,38,5,7,100.0,0,0,1,0,0,21,1,0,1,0,8.9,1.4,3.51,Graduate,1,10,9,0.9,11.45,14,0,0,0,0.7142857142857143
1,1,1,120.0,1,1,9,0,115.8,0,0,1,0,0,18,0,0,0,0,13.9,-0.3,0.79,Enrolled,2,14,12,0.8571428571428571,12.083333333333332,23,0,0,0,0.6086956521739131
1,1,1,148.0,19,19,4,4,133.8,0,0,1,0,0,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,16,14,0.875,13.485714285714284,16,0,0,0,1.0
1,1,1,130.0,12,19,4,5,118.5,0,0,1,0,1,18,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,12,1.0,11.642857142857142,14,0,0,1,0.8571428571428571
1,1,1,145.0,37,37,9,1,150.3,1,0,1,0,0,19,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0,0,0.0,0.0,0,0,0,0,0.0
1,1,1,112.0,1,19,3,5,107.8,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Enrolled,2,10,6,0.6,12.380952380952381,18,0,0,0,0.5555555555555556
1,1,1,138.0,38,1,9,4,127.5,1,0,1,0,0,19,0,0,0,0,16.2,0.3,-0.92,Enrolled,2,14,10,0.7142857142857143,13.35,17,0,0,0,0.8235294117647058
1,1,1,135.0,1,37,7,7,120.5,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,13.258571428571427,22,0,0,0,0.7272727272727273
1,1,1,118.0,1,2,10,10,117.3,1,0,1,0,0,19,0,0,0,0,8.9,1.4,3.51,Enrolled,2,10,8,0.8,12.125,19,0,0,0,0.5263157894736842
1,1,1,123.0,38,37,9,7,120.6,1,0,0,0,0,19,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,4,0.3333333333333333,10.833333333333332,24,0,1,0,0.5
1,1,1,126.0,38,37,9,7,118.7,1,0,1,0,1,21,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,12,1.0,13.035714285714285,13,0,0,1,0.9230769230769231
1,1,1,150.0,1,37,9,7,130.8,0,0,1,0,1,20,0,0,0,0,15.5,2.8,-4.06,Graduate,1,12,10,0.8333333333333334,11.816666666666666,18,0,0,1,0.6666666666666666
1,1,1,121.0,19,19,3,9,112.6,1,0,1,0,1,20,0,0,0,0,11.1,0.6,2.02,Graduate,1,10,10,1.0,13.742857142857144,14,0,0,1,0.7142857142857143
1,0,19,133.1,37,37,9,9,117.2,0,0,1,0,0,41,0,0,0,1,7.6,2.6,0.32,Graduate,1,10,10,1.0,11.4,14,1,0,0,0.7142857142857143
4,1,40,130.0,37,37,3,3,130.0,1,0,1,0,0,32,0,0,0,0,12.4,0.5,1.79,Enrolled,2,14,11,0.7857142857142857,13.13125,24,1,0,0,0.5833333333333334
1,1,1,139.0,38,1,9,5,131.8,1,0,1,0,0,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,14.652857142857142,16,0,0,0,1.0
4,0,1,160.0,37,37,3,4,97.0,0,0,1,0,1,35,0,0,0,0,15.5,2.8,-4.06,Graduate,1,12,12,1.0,11.333333333333334,15,1,0,1,0.8
1,1,1,110.0,37,37,9,9,130.0,0,1,0,0,0,32,0,0,0,0,16.2,0.3,-0.92,Dropout,0,14,4,0.2857142857142857,6.85,19,1,1,0,0.7368421052631579
1,0,40,140.0,19,37,5,9,148.0,0,0,1,0,0,37,7,0,4,0,12.4,0.5,1.79,Graduate,1,19,19,1.0,14.238636363636363,19,1,0,0,1.0
2,1,3,130.0,3,37,9,9,103.4,0,0,1,0,0,30,4,0,3,0,12.7,3.7,-1.7,Dropout,0,15,14,0.9333333333333333,11.446428571428571,21,1,0,0,0.7142857142857143
1,1,1,132.0,19,19,0,0,127.1,0,0,1,1,0,23,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,11,0.9166666666666666,12.666666666666668,20,0,0,0,0.6
1,1,1,139.0,3,1,2,7,124.0,1,0,1,0,1,20,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,12,1.0,13.928571428571429,13,0,0,1,0.9230769230769231
1,1,1,135.0,19,37,5,7,121.4,0,0,1,1,0,21,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,10,8,0.8,11.625,13,0,0,0,0.7692307692307693
1,1,1,117.0,38,19,5,7,118.1,0,0,1,1,0,19,0,0,0,0,12.4,0.5,1.79,Graduate,1,10,10,1.0,12.2,11,0,0,0,0.9090909090909091
1,1,1,137.0,1,19,4,3,121.3,1,0,1,1,1,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,15.07,16,0,0,1,1.0
1,1,1,144.0,34,34,0,0,119.5,0,0,1,1,0,18,0,0,0,0,10.8,1.4,1.74,Dropout,0,10,2,0.2,11.0,13,0,0,0,0.7692307692307693
1,0,1,130.0,1,1,4,10,115.2,0,0,1,1,0,24,0,0,0,0,12.4,0.5,1.79,Enrolled,2,10,9,0.9,12.333333333333332,11,0,0,0,0.9090909090909091
1,1,1,140.0,1,37,9,9,130.2,1,0,1,1,0,22,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,8,0.6666666666666666,12.8,22,0,0,0,0.5454545454545454
1,1,1,130.0,19,1,5,5,130.0,1,0,1,1,0,18,0,0,0,0,16.2,0.3,-0.92,Dropout,0,12,7,0.5833333333333334,11.125,14,0,0,0,0.8571428571428571
1,1,1,130.0,37,37,5,6,126.9,1,0,1,0,0,18,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,11,0.9166666666666666,12.869047619047619,19,0,0,0,0.631578947368421
1,1,1,152.0,2,1,9,1,168.5,1,0,1,1,0,21,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,10,0.8333333333333334,14.399999999999999,13,0,0,0,0.9230769230769231
4,1,1,133.1,37,37,9,9,130.0,0,1,1,0,0,38,0,0,0,0,16.2,0.3,-0.92,Dropout,0,14,5,0.35714285714285715,10.916666666666668,27,1,1,0,0.5185185185185185
1,1,1,140.0,38,37,9,9,122.8,0,0,1,0,1,19,0,0,0,0,12.7,3.7,-1.7,Graduate,1,15,15,1.0,12.56875,22,0,0,1,0.6818181818181818
6,1,1,133.1,37,37,9,9,110.0,0,0,1,0,0,36,0,0,0,0,16.2,0.3,-0.92,Dropout,0,14,7,0.5,11.916666666666668,26,1,0,0,0.5384615384615384
1,1,1,140.0,1,1,9,9,127.1,1,0,1,0,0,18,0,1,0,0,12.7,3.7,-1.7,Graduate,1,10,8,0.8,11.875,18,0,0,0,0.5555555555555556
1,1,1,133.1,19,19,5,5,108.5,1,0,1,0,0,19,0,0,0,0,12.4,0.5,1.79,Graduate,1,15,13,0.8666666666666667,12.253125,21,0,0,0,0.7142857142857143
1,1,42,140.0,19,38,9,9,138.2,0,1,0,0,0,21,7,0,4,0,8.9,1.4,3.51,Dropout,0,19,13,0.6842105263157895,13.475,32,0,1,0,0.59375
1,1,1,133.1,19,38,192,192,96.0,1,0,1,0,0,19,0,0,0,0,11.1,0.6,2.02,Enrolled,2,15,12,0.8,12.765833333333333,21,0,0,0,0.7142857142857143
1,1,1,135.0,19,19,9,9,124.5,0,0,1,0,1,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,11,0.9166666666666666,11.714285714285715,19,0,0,1,0.631578947368421
2,1,3,120.0,37,19,9,7,120.0,1,0,1,0,0,45,7,0,6,0,13.9,-0.3,0.79,Enrolled,2,21,21,1.0,12.83409090909091,23,1,0,0,0.9130434782608695
1,1,1,140.0,37,37,9,7,132.3,1,0,1,0,0,20,0,0,0,0,7.6,2.6,0.32,Dropout,0,10,2,0.2,10.5,19,0,0,0,0.5263157894736842
1,1,1,128.0,19,1,5,7,120.7,1,1,1,0,0,18,0,0,0,0,13.9,-0.3,0.79,Graduate,1,12,10,0.8333333333333334,11.583333333333332,18,0,1,0,0.6666666666666666
1,1,1,141.0,1,19,4,4,132.6,0,0,1,0,1,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,13.571428571428571,15,0,0,1,0.8
1,1,3,140.0,34,34,0,0,140.0,0,0,1,0,0,25,0,4,0,3,10.8,1.4,1.74,Dropout,0,10,0,0.0,0.0,18,1,0,0,0.5555555555555556
1,1,1,139.0,1,1,4,4,124.5,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,12.04142857142857,18,0,0,0,0.8888888888888888
1,1,1,142.0,19,19,7,7,142.0,1,0,1,0,1,18,0,0,0,0,13.9,-0.3,0.79,Graduate,1,0,0,0.0,0.0,0,0,0,0,0.0
1,1,40,130.0,1,1,3,6,130.0,0,0,1,0,0,39,12,0,9,0,13.9,-0.3,0.79,Graduate,1,25,25,1.0,14.176282051282051,30,1,0,0,0.8333333333333334
2,1,1,130.0,38,37,9,9,144.0,0,0,1,0,0,29,13,0,11,0,15.5,2.8,-4.06,Graduate,1,31,31,1.0,15.376068376068377,33,1,0,0,0.9393939393939394
1,1,1,125.0,19,19,4,7,128.5,1,0,1,0,0,18,0,0,0,0,13.9,-0.3,0.79,Enrolled,2,14,13,0.9285714285714286,12.107142857142858,17,0,0,0,0.8235294117647058
1,1,3,140.0,37,2,9,3,140.0,0,0,0,0,0,23,0,0,0,0,10.8,1.4,1.74,Dropout,0,9,2,0.2222222222222222,5.0,3,0,1,0,3.0
1,1,1,120.0,1,37,5,5,113.9,1,0,1,0,0,21,0,0,0,0,12.7,3.7,-1.7,Dropout,0,12,7,0.5833333333333334,11.291666666666668,21,0,0,0,0.5714285714285714
1,1,1,147.0,1,19,4,4,137.2,0,0,0,0,0,18,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,14.833333333333332,12,0,1,0,1.0
1,1,40,140.0,1,19,5,5,140.0,1,0,1,0,0,23,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,15.973214285714285,15,0,0,0,0.8
1,1,1,161.0,1,19,4,4,152.3,0,0,1,0,0,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,15.142857142857142,14,0,0,0,0.8571428571428571
2,0,19,133.1,37,37,4,8,112.5,0,0,1,0,0,32,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,11,0.9166666666666666,12.983333333333334,15,1,0,0,0.8
2,1,1,150.0,19,37,9,7,101.0,0,1,0,0,0,29,0,0,0,0,10.8,1.4,1.74,Dropout,0,10,5,0.5,12.733333333333334,22,1,1,0,0.45454545454545453
1,1,1,113.0,1,38,194,163,112.3,1,1,1,0,1,20,0,0,0,0,8.9,1.4,3.51,Graduate,1,12,9,0.75,11.675,16,0,1,1,0.75
1,1,1,140.0,34,34,0,0,114.0,1,0,0,0,0,28,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,12,1,0.08333333333333333,6.5,23,1,1,0,0.5217391304347826
1,1,3,130.0,38,38,1,9,130.0,0,0,1,0,0,27,0,0,0,0,10.8,1.4,1.74,Graduate,1,10,7,0.7,12.8125,20,1,0,0,0.5
1,1,1,120.0,37,34,90,0,121.5,0,1,1,0,0,22,11,2,11,2,7.6,2.6,0.32,Graduate,1,28,24,0.8571428571428571,12.333333333333334,28,0,1,0,1.0
2,1,19,133.1,19,37,9,10,120.0,0,1,1,0,0,37,0,0,0,0,16.2,0.3,-0.92,Enrolled,2,12,12,1.0,12.8875,22,1,1,0,0.5454545454545454
1,0,3,130.0,37,38,0,5,130.0,0,0,0,0,0,28,0,0,0,0,12.7,3.7,-1.7,Dropout,0,12,1,0.08333333333333333,5.5,12,1,1,0,1.0
2,1,1,120.0,37,37,9,9,125.7,0,1,0,0,0,43,0,0,0,0,8.9,1.4,3.51,Dropout,0,12,8,0.6666666666666666,11.375,23,1,1,0,0.5217391304347826
1,1,1,140.0,37,37,9,9,128.0,1,0,0,0,0,32,0,7,0,7,10.8,1.4,1.74,Dropout,0,15,0,0.0,0.0,15,1,1,0,1.0
1,1,1,123.0,1,1,9,9,113.2,0,0,1,0,1,20,0,0,0,0,15.5,2.8,-4.06,Enrolled,2,12,9,0.75,11.125,24,0,0,1,0.5
4,1,19,133.1,38,1,9,4,120.0,0,0,1,0,1,35,0,1,0,1,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.63,18,1,0,1,0.8888888888888888
1,1,1,130.0,37,37,0,0,117.8,1,0,1,0,0,21,0,0,0,1,7.6,2.6,0.32,Graduate,1,10,7,0.7,12.25,15,0,0,0,0.6666666666666666
1,1,1,126.0,19,19,7,9,121.3,1,0,1,0,1,18,0,0,0,0,12.4,0.5,1.79,Enrolled,2,14,13,0.9285714285714286,12.88095238095238,16,0,0,1,0.875
1,1,1,176.0,3,38,3,7,169.7,0,0,1,0,1,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,15,15,1.0,16.63888888888889,16,0,0,1,0.9375
1,1,1,124.0,19,19,5,8,117.7,1,0,1,0,0,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,9,0.75,12.0,21,0,0,0,0.5714285714285714
1,0,39,120.0,19,37,7,6,121.8,1,0,1,0,0,22,3,0,2,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,12.892857142857142,13,0,0,0,0.9230769230769231
1,1,1,140.0,1,1,4,10,128.3,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,12.764285714285714,16,0,0,0,1.0
1,1,1,143.0,19,38,9,7,132.2,1,0,1,0,1,18,0,0,0,0,13.9,-0.3,0.79,Graduate,1,10,10,1.0,12.958333333333332,14,0,0,1,0.7142857142857143
1,1,1,136.0,39,1,3,4,134.3,1,1,1,0,0,19,0,0,0,0,12.4,0.5,1.79,Dropout,0,0,0,0.0,0.0,0,0,1,0,0.0
1,1,1,132.0,19,1,9,5,123.4,0,0,1,0,1,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,15,15,1.0,15.143809523809521,16,0,0,1,0.9375
2,0,19,133.1,19,39,5,3,121.7,0,1,0,0,0,31,0,0,0,0,16.2,0.3,-0.92,Dropout,0,10,0,0.0,0.0,14,1,1,0,0.7142857142857143
2,0,19,100.0,1,19,1,5,130.0,0,1,1,0,1,33,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,11,0.9166666666666666,13.166666666666668,16,1,1,1,0.75
1,1,1,137.0,19,38,7,7,126.5,1,0,1,0,1,19,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.57625,16,0,0,1,1.0
1,1,1,153.0,38,38,7,7,159.7,1,0,1,0,1,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,12,1.0,15.488095238095237,13,0,0,1,0.9230769230769231
1,1,1,160.0,9,19,4,3,151.3,0,0,1,0,0,23,0,0,0,0,7.6,2.6,0.32,Graduate,1,10,8,0.8,11.133333333333333,16,0,0,0,0.625
1,1,1,145.0,38,38,5,7,138.0,1,0,1,0,0,20,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,11,0.9166666666666666,11.6,17,0,0,0,0.7058823529411765
1,1,1,137.0,38,38,4,8,126.5,1,0,1,0,0,18,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.76375,16,0,0,0,1.0
1,1,42,140.0,1,1,4,3,140.0,1,1,1,0,0,21,7,0,4,0,8.9,1.4,3.51,Enrolled,2,18,13,0.7222222222222222,12.725,24,0,1,0,0.75
1,1,1,120.0,19,38,5,6,112.3,0,0,1,0,1,22,0,0,0,0,12.7,3.7,-1.7,Graduate,1,12,10,0.8333333333333334,11.457142857142856,20,0,0,1,0.6
1,1,1,122.0,1,19,4,4,127.3,1,1,1,0,0,20,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,12,1.0,11.916666666666666,13,0,1,0,0.9230769230769231
1,1,3,130.0,19,38,4,10,130.0,1,0,1,0,0,23,1,0,1,0,7.6,2.6,0.32,Graduate,1,14,12,0.8571428571428571,14.357142857142858,16,0,0,0,0.875
1,1,1,133.1,3,1,4,5,115.0,1,0,1,0,0,19,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,12.75,12,0,0,0,1.0
1,1,1,150.0,1,37,1,1,131.5,1,0,1,0,0,19,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,13.925714285714283,16,0,0,0,1.0
1,0,1,133.1,19,38,7,4,125.7,0,0,1,0,0,26,0,0,0,0,10.8,1.4,1.74,Dropout,0,10,5,0.5,11.5,18,1,0,0,0.5555555555555556
1,1,1,141.0,1,37,4,3,126.8,1,0,1,0,0,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,15,15,1.0,13.593650793650792,16,0,0,0,0.9375
1,1,1,146.0,1,37,7,7,132.4,1,0,1,1,0,18,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,10,1,0.1,8.0,10,0,0,0,1.0
1,1,39,150.0,38,37,9,9,150.0,1,0,1,1,0,20,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,13.1625,18,0,0,0,0.6666666666666666
1,1,1,133.1,3,1,4,4,95.0,0,0,1,1,0,19,0,0,0,0,15.5,2.8,-4.06,Dropout,0,12,0,0.0,0.0,13,0,0,0,0.9230769230769231
1,0,1,120.0,37,37,9,9,128.2,0,0,0,1,0,32,5,0,4,0,10.8,1.4,1.74,Dropout,0,13,9,0.6923076923076923,11.2,13,1,1,0,1.0
2,1,1,150.0,19,19,4,4,130.0,0,0,0,1,0,31,0,2,0,0,9.4,-0.8,-3.12,Dropout,0,9,5,0.5555555555555556,11.333333333333332,21,1,1,0,0.42857142857142855
1,1,19,133.1,1,19,4,5,100.0,0,0,1,1,0,25,0,0,0,0,13.9,-0.3,0.79,Enrolled,2,10,2,0.2,10.5,24,1,0,0,0.4166666666666667
1,1,39,140.0,19,3,9,1,159.9,1,0,1,0,0,21,2,0,2,0,16.2,0.3,-0.92,Graduate,1,12,10,0.8333333333333334,13.333333333333332,24,0,0,0,0.5
2,0,1,140.0,37,37,4,9,100.0,0,0,0,0,0,31,2,0,0,0,12.7,3.7,-1.7,Dropout,0,11,5,0.45454545454545453,10.875,16,1,1,0,0.6875
2,1,1,133.1,37,37,5,5,116.5,0,0,1,0,0,34,0,0,0,0,16.2,0.3,-0.92,Dropout,0,14,2,0.14285714285714285,11.5,18,1,0,0,0.7777777777777778
1,1,1,128.0,19,19,9,9,120.0,0,0,1,0,1,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,13.166666666666668,17,0,0,1,0.7058823529411765
1,1,1,117.0,19,19,9,9,117.0,1,1,1,0,0,19,0,0,0,0,12.4,0.5,1.79,Dropout,0,12,0,0.0,0.0,0,0,1,0,0.0
1,1,42,140.0,19,37,3,6,140.0,1,1,1,0,0,21,0,0,0,0,8.9,1.4,3.51,Enrolled,2,12,2,0.16666666666666666,11.5,23,0,1,0,0.5217391304347826
1,1,1,124.0,38,37,5,3,118.1,1,0,0,0,0,18,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,12,8,0.6666666666666666,12.4,21,0,1,0,0.5714285714285714
1,1,1,158.0,19,39,4,8,153.5,1,0,1,0,0,20,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,15.416666666666668,13,0,0,0,0.9230769230769231
1,1,1,137.0,38,37,9,5,127.9,1,0,1,0,0,20,0,0,0,0,15.5,2.8,-4.06,Graduate,1,12,12,1.0,12.345238095238095,13,0,0,0,0.9230769230769231
1,1,1,123.0,38,38,7,8,118.8,1,0,1,0,1,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,10,0.8333333333333334,12.166666666666668,21,0,0,1,0.5714285714285714
1,1,1,126.0,38,38,7,8,126.7,1,0,1,0,0,19,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,10,0.8333333333333334,12.041666666666668,18,0,0,0,0.6666666666666666
1,1,1,170.0,19,19,5,1,170.0,1,0,1,0,0,19,0,5,0,1,12.7,3.7,-1.7,Enrolled,2,10,4,0.4,7.375,12,0,0,0,0.8333333333333334
4,1,1,133.1,3,1,5,5,110.0,1,0,1,0,1,30,0,0,0,0,11.1,0.6,2.02,Dropout,0,12,1,0.08333333333333333,5.0,23,1,0,0,0.5217391304347826
1,1,1,115.0,19,38,5,5,115.0,1,0,1,0,0,19,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,12.428571428571429,13,0,0,0,0.9230769230769231
1,1,1,132.0,38,37,7,7,119.0,1,0,1,0,0,19,0,0,0,0,12.7,3.7,-1.7,Graduate,1,15,15,1.0,12.738888888888887,17,0,0,0,0.8823529411764706
1,1,1,132.0,1,37,4,7,121.8,1,0,1,0,1,19,0,0,0,0,12.7,3.7,-1.7,Graduate,1,16,14,0.875,13.6,16,0,0,1,1.0
1,1,1,143.0,19,38,9,9,133.4,1,0,1,0,0,19,0,0,0,0,12.4,0.5,1.79,Graduate,1,12,12,1.0,15.9375,15,0,0,0,0.8
1,1,1,137.0,1,1,3,3,131.4,1,0,1,0,0,20,0,0,0,0,7.6,2.6,0.32,Graduate,1,12,11,0.9166666666666666,11.65,16,0,0,0,0.75
1,1,1,130.0,19,37,9,3,135.0,0,1,1,1,0,25,0,0,2,0,13.9,-0.3,0.79,Dropout,0,11,2,0.18181818181818182,7.0,12,1,1,0,0.9166666666666666
1,1,1,121.0,19,19,9,9,122.8,0,0,1,1,0,19,0,0,0,0,12.4,0.5,1.79,Dropout,0,12,0,0.0,0.0,0,0,0,0,0.0
2,1,1,130.0,37,19,7,3,140.0,0,1,1,0,1,34,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,12,12,1.0,16.17142857142857,17,1,1,1,0.7058823529411765
1,1,1,135.0,38,37,9,5,125.3,1,0,1,0,1,18,0,0,0,0,12.7,3.7,-1.7,Graduate,1,16,14,0.875,11.785714285714286,16,0,0,1,1.0
1,1,1,137.0,1,1,4,5,126.3,1,0,1,0,1,18,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,16,16,1.0,13.42375,16,0,0,1,1.0
1,1,1,100.0,38,38,9,10,100.0,0,0,1,0,0,20,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,11,0.9166666666666666,13.333333333333332,18,0,0,0,0.6666666666666666
1,1,1,127.0,19,37,9,7,121.3,1,0,1,0,1,20,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,12.464285714285714,16,0,0,1,1.0
1,0,1,140.0,38,38,191,193,135.0,0,1,1,0,0,23,6,0,3,0,8.9,1.4,3.51,Enrolled,2,20,13,0.65,12.4875,33,0,1,0,0.6060606060606061
1,1,1,140.0,37,37,6,6,120.0,0,0,1,0,0,28,0,0,0,0,10.8,1.4,1.74,Dropout,0,12,1,0.08333333333333333,5.0,17,1,0,0,0.7058823529411765
1,1,1,121.0,37,19,9,10,113.7,0,0,1,0,0,18,0,0,0,0,15.5,2.8,-4.06,Enrolled,2,12,11,0.9166666666666666,12.514285714285714,18,0,0,0,0.6666666666666666
1,1,1,131.0,19,38,9,9,129.7,1,0,1,0,0,19,0,0,0,0,16.2,0.3,-0.92,Graduate,1,10,9,0.9,12.5,11,0,0,0,0.9090909090909091
2,1,1,151.0,38,37,9,8,132.1,1,0,1,0,0,34,0,0,0,0,7.6,2.6,0.32,Dropout,0,10,6,0.6,11.0,13,1,0,0,0.7692307692307693
2,1,1,130.0,37,37,7,8,120.3,0,0,1,0,0,35,0,0,0,0,8.9,1.4,3.51,Dropout,0,13,0,0.0,0.0,7,1,0,0,1.8571428571428572
1,0,40,120.0,37,37,9,7,120.0,0,0,1,0,0,32,0,0,0,0,12.4,0.5,1.79,Graduate,1,10,10,1.0,11.966666666666667,15,1,0,0,0.6666666666666666
1,1,1,136.0,19,19,4,7,123.1,1,0,1,0,0,19,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,12,1.0,12.833333333333332,14,0,0,0,0.8571428571428571
1,1,1,125.0,1,19,9,7,119.4,1,0,1,0,0,18,0,0,0,0,11.1,0.6,2.02,Graduate,1,12,9,0.75,13.133333333333333,17,0,0,0,0.7058823529411765
2,1,1,133.1,37,37,9,9,140.0,0,0,0,0,0,35,0,1,0,0,9.4,-0.8,-3.12,Dropout,0,10,9,0.9,12.15,16,1,1,0,0.625
1,0,1,133.1,1,12,4,5,116.5,0,0,1,1,1,24,0,0,0,0,12.4,0.5,1.79,Enrolled,2,12,8,0.6666666666666666,11.875,16,0,0,1,0.75
1,1,1,120.0,19,37,9,9,113.0,1,0,1,0,1,20,0,0,0,0,13.9,-0.3,0.79,Graduate,1,12,12,1.0,12.169642857142858,15,0,0,1,0.8
1,1,1,143.0,19,19,4,9,133.9,1,0,1,1,1,18,0,0,0,0,16.2,0.3,-0.92,Graduate,1,12,12,1.0,13.25,14,0,0,1,0.8571428571428571
1,1,1,133.1,38,19,7,9,115.5,1,0,1,1,1,20,0,0,0,0,10.8,1.4,1.74,Graduate,1,16,14,0.875,13.024285714285714,16,0,0,1,1.0
1,1,1,121.0,1,19,4,7,116.5,1,0,0,1,0,18,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,12,0,0.0,0.0,12,0,1,0,1.0
1,1,1,168.0,19,19,4,4,171.2,0,0,1,1,1,18,0,0,0,0,12.4,0.5,1.79,Graduate,1,10,10,1.0,17.952380952380953,14,0,0,1,0.7142857142857143
1,1,1,124.0,19,37,5,7,119.1,0,0,1,1,1,20,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,10,8,0.8,11.25,14,0,0,1,0.7142857142857143
1,1,1,127.0,19,38,3,3,121.1,1,0,1,1,0,19,0,0,0,0,12.4,0.5,1.79,Dropout,0,14,12,0.8571428571428571,13.083333333333332,19,0,0,0,0.7368421052631579
1,1,1,129.0,1,1,4,9,132.9,1,0,1,1,1,20,0,0,0,0,7.6,2.6,0.32,Enrolled,2,12,11,0.9166666666666666,12.5875,15,0,0,1,0.8
1,1,1,137.0,19,1,9,9,132.8,0,0,1,1,0,19,0,0,0,0,10.8,1.4,1.74,Graduate,1,12,12,1.0,12.333333333333334,14,0,0,0,0.8571428571428571
